Applicant_ID,default_status
Apcnt_1001000,0.21646160999999997
Apcnt_1001008,0.10781271749999999
Apcnt_1001028,0.0357371
Apcnt_1001032,0.612682955
Apcnt_1001036,0.75980227
Apcnt_1001040,0.639248095
Apcnt_1001048,0.6827683425
Apcnt_1001052,0.033753135000000004
Apcnt_1001068,0.7999460925
Apcnt_1001076,0.174093285
Apcnt_1001080,0.2395409425
Apcnt_1001092,0.123035605
Apcnt_1001120,0.6875607725
Apcnt_1001144,0.632784385
Apcnt_1001148,0.18578922
Apcnt_1001168,0.1750820225
Apcnt_1001176,0.8130924975
Apcnt_1001200,0.20900127000000002
Apcnt_1001224,0.42935559500000003
Apcnt_1001228,0.561533355
Apcnt_1001236,0.0855088175
Apcnt_1001244,0.24969049250000003
Apcnt_1001248,0.0150568175
Apcnt_1001256,0.3169399025
Apcnt_1001260,0.27915370500000003
Apcnt_1001264,0.012420725
Apcnt_1001288,0.0634526125
Apcnt_1001292,0.065842425
Apcnt_1001296,0.0730462
Apcnt_1001304,0.3172373675
Apcnt_1001308,0.15629085
Apcnt_1001316,0.1626936375
Apcnt_1001320,0.365818195
Apcnt_1001352,0.46692646
Apcnt_1001360,0.39413749499999995
Apcnt_1001376,0.8237729574999999
Apcnt_1001384,0.089974635
Apcnt_1001388,0.5959124125
Apcnt_1001400,0.7636089049999999
Apcnt_1001416,0.639233575
Apcnt_1001436,0.6780253275
Apcnt_1001452,0.4586507275
Apcnt_1001456,0.04849113249999999
Apcnt_1001468,0.7475578025
Apcnt_1001480,0.16322428500000002
Apcnt_1001488,0.3575393875
Apcnt_1001508,0.5722900175
Apcnt_1001512,0.0866004825
Apcnt_1001516,0.5547021
Apcnt_1001528,0.53326903
Apcnt_1001532,0.22907123000000001
Apcnt_1001548,0.0083196225
Apcnt_1001552,0.01443475
Apcnt_1001572,0.24626117500000003
Apcnt_1001580,0.01861371
Apcnt_1001584,0.052910035
Apcnt_1001624,0.15466164
Apcnt_1001632,0.03747017
Apcnt_1001668,0.051569775
Apcnt_1001692,0.052829395
Apcnt_1001700,0.0346574175
Apcnt_1001708,0.1231694275
Apcnt_1001716,0.0544291825
Apcnt_1001732,0.0620581925
Apcnt_1001752,0.4782919025
Apcnt_1001760,0.0331596925
Apcnt_1001764,0.025576272499999997
Apcnt_1001776,0.40487536
Apcnt_1001780,0.2862311925
Apcnt_1001788,0.7653253
Apcnt_1001792,0.0356392175
Apcnt_1001800,0.1763344975
Apcnt_1001820,0.30000468
Apcnt_1001828,0.70886282
Apcnt_1001836,0.09247304249999999
Apcnt_1001844,0.5424352375
Apcnt_1001848,0.2509334575
Apcnt_1001860,0.44748003750000004
Apcnt_1001880,0.3333065425
Apcnt_1001888,0.515754475
Apcnt_1001900,0.37015657
Apcnt_1001908,0.6029943225
Apcnt_1001936,0.39079432000000003
Apcnt_1001940,0.24894176499999998
Apcnt_1001960,0.42398684249999996
Apcnt_1001988,0.7425152349999999
Apcnt_1002000,0.12298703750000001
Apcnt_1002020,0.263340095
Apcnt_1002024,0.6642072124999999
Apcnt_1002028,0.42552943
Apcnt_1002032,0.3757527825
Apcnt_1002044,0.20489683250000001
Apcnt_1002052,0.263469745
Apcnt_1002056,0.029916649999999996
Apcnt_1002080,0.0231928725
Apcnt_1002084,0.1263342075
Apcnt_1002096,0.1304864375
Apcnt_1002112,0.004020875
Apcnt_1002124,0.109156815
Apcnt_1002140,0.02973505
Apcnt_1002152,0.181859425
Apcnt_1002156,0.0400206125
Apcnt_1002168,0.116512995
Apcnt_1002176,0.6348222925
Apcnt_1002200,0.01680742
Apcnt_1002228,0.56573413
Apcnt_1002252,0.5117022175
Apcnt_1002268,0.5866911699999999
Apcnt_1002272,0.6296634249999999
Apcnt_1002276,0.9156354125
Apcnt_1002288,0.08499195500000001
Apcnt_1002304,0.7847507125
Apcnt_1002312,0.46913302749999997
Apcnt_1002320,0.44080146249999996
Apcnt_1002324,0.20308490499999998
Apcnt_1002336,0.2875206425
Apcnt_1002368,0.3696942425
Apcnt_1002384,0.09012116749999999
Apcnt_1002388,0.32928328500000004
Apcnt_1002400,0.1125889825
Apcnt_1002404,0.3772256375
Apcnt_1002412,0.647236605
Apcnt_1002420,0.0195026825
Apcnt_1002424,0.1319177825
Apcnt_1002432,0.13844845
Apcnt_1002444,0.30415415
Apcnt_1002456,0.0123259975
Apcnt_1002468,0.008554257499999999
Apcnt_1002472,0.013061012499999998
Apcnt_1002484,0.048624232499999996
Apcnt_1002536,0.32137344
Apcnt_1002568,0.25339557749999997
Apcnt_1002576,0.29892999000000003
Apcnt_1002580,0.023201180000000002
Apcnt_1002604,0.320710945
Apcnt_1002612,0.452737305
Apcnt_1002616,0.43535984250000004
Apcnt_1002624,0.04702783
Apcnt_1002632,0.143908535
Apcnt_1002636,0.8104905525
Apcnt_1002644,0.49084722250000007
Apcnt_1002656,0.26530265
Apcnt_1002672,0.6585935225
Apcnt_1002680,0.1446364475
Apcnt_1002700,0.4065104025
Apcnt_1002736,0.7075960425000001
Apcnt_1002756,0.13778959
Apcnt_1002760,0.4263199375
Apcnt_1002768,0.5885933625
Apcnt_1002780,0.745672055
Apcnt_1002784,0.006179934999999999
Apcnt_1002788,0.008547755
Apcnt_1002796,0.09332769249999999
Apcnt_1002800,0.326428335
Apcnt_1002808,0.546052995
Apcnt_1002812,0.0717221
Apcnt_1002832,0.55897709
Apcnt_1002848,0.450843805
Apcnt_1002852,0.016603455
Apcnt_1002860,0.7659112450000001
Apcnt_1002868,0.04903170500000001
Apcnt_1002872,0.8345438475
Apcnt_1002888,0.7920606800000001
Apcnt_1002892,0.037122260000000004
Apcnt_1002896,0.48662357500000003
Apcnt_1002912,0.649706045
Apcnt_1002932,0.35127548750000004
Apcnt_1002936,0.40834950249999996
Apcnt_1002980,0.062464932499999994
Apcnt_1002992,0.42178310750000003
Apcnt_1003000,0.18143936500000002
Apcnt_1003028,0.58109551
Apcnt_1003036,0.01916311
Apcnt_1003040,0.062964865
Apcnt_1003048,0.9162256875
Apcnt_1003076,0.8102530375
Apcnt_1003080,0.7427218475
Apcnt_1003100,0.3017472525
Apcnt_1003148,0.3819014475
Apcnt_1003152,0.0079242225
Apcnt_1003180,0.4848356724999999
Apcnt_1003200,0.5861906100000001
Apcnt_1003208,0.7140831325
Apcnt_1003216,0.5355349524999999
Apcnt_1003224,0.154832305
Apcnt_1003228,0.149713185
Apcnt_1003232,0.2807018725
Apcnt_1003236,0.20157500000000003
Apcnt_1003276,0.29558608
Apcnt_1003280,0.336192695
Apcnt_1003308,0.3955646625
Apcnt_1003312,0.639377675
Apcnt_1003324,0.24756443749999998
Apcnt_1003340,0.162397145
Apcnt_1003356,0.0557664175
Apcnt_1003384,0.0051864775
Apcnt_1003400,0.009370472500000001
Apcnt_1003412,0.4930805025
Apcnt_1003424,0.38269441249999997
Apcnt_1003428,0.041795597500000004
Apcnt_1003452,0.137714935
Apcnt_1003456,0.0250742225
Apcnt_1003460,0.30208130499999997
Apcnt_1003484,0.016164697500000002
Apcnt_1003504,0.046191455000000006
Apcnt_1003516,0.014067395
Apcnt_1003520,0.0109246825
Apcnt_1003524,0.007965719999999999
Apcnt_1003532,0.024773135
Apcnt_1003560,0.7969941275
Apcnt_1003584,0.15310071
Apcnt_1003588,0.34164221
Apcnt_1003600,0.07301789
Apcnt_1003612,0.11271121749999999
Apcnt_1003620,0.484739555
Apcnt_1003636,0.24727885249999998
Apcnt_1003656,0.37841125999999997
Apcnt_1003676,0.447145055
Apcnt_1003696,0.6441490474999999
Apcnt_1003720,0.21284113250000003
Apcnt_1003728,0.3422645475
Apcnt_1003732,0.7527311674999999
Apcnt_1003736,0.0122812075
Apcnt_1003740,0.428699735
Apcnt_1003744,0.05430745
Apcnt_1003752,0.353999725
Apcnt_1003772,0.18612713250000001
Apcnt_1003780,0.267172195
Apcnt_1003808,0.2569250325
Apcnt_1003812,0.0725499625
Apcnt_1003828,0.92394122
Apcnt_1003840,0.050380642499999996
Apcnt_1003860,0.23386147499999999
Apcnt_1003864,0.13581388
Apcnt_1003880,0.0089594975
Apcnt_1003888,0.63652154
Apcnt_1003892,0.29624300000000003
Apcnt_1003896,0.3726566925
Apcnt_1003904,0.3314111025
Apcnt_1003924,0.45289774
Apcnt_1003928,0.053609577500000005
Apcnt_1003964,0.0971793475
Apcnt_1003972,0.18876971250000002
Apcnt_1003984,0.2365246325
Apcnt_1004016,0.31585444249999994
Apcnt_1004028,0.07838071249999999
Apcnt_1004044,0.5994891274999999
Apcnt_1004048,0.11075272250000001
Apcnt_1004068,0.39405004
Apcnt_1004096,0.4046634475
Apcnt_1004100,0.5558519375000001
Apcnt_1004128,0.30549912
Apcnt_1004144,0.84614166
Apcnt_1004152,0.30344318000000003
Apcnt_1004172,0.1283309875
Apcnt_1004208,0.041417115
Apcnt_1004216,0.38817347999999996
Apcnt_1004220,0.308245905
Apcnt_1004228,0.500841925
Apcnt_1004240,0.24003864
Apcnt_1004248,0.2422694675
Apcnt_1004264,0.3054468625
Apcnt_1004272,0.49459875750000004
Apcnt_1004288,0.64220071
Apcnt_1004292,0.0156423975
Apcnt_1004300,0.623165595
Apcnt_1004304,0.30035266250000003
Apcnt_1004312,0.20018226
Apcnt_1004316,0.51718888
Apcnt_1004332,0.25531781
Apcnt_1004344,0.3322171975
Apcnt_1004348,0.36747810999999997
Apcnt_1004352,0.8904033025
Apcnt_1004384,0.0295383325
Apcnt_1004392,0.3656499525
Apcnt_1004404,0.006554705
Apcnt_1004408,0.00832307
Apcnt_1004428,0.040463257499999995
Apcnt_1004432,0.2973730475
Apcnt_1004452,0.3051640475
Apcnt_1004456,0.2276576775
Apcnt_1004464,0.2823120875
Apcnt_1004476,0.40847803000000005
Apcnt_1004484,0.0069555825
Apcnt_1004488,0.026390855
Apcnt_1004500,0.2759071075
Apcnt_1004512,0.0080441775
Apcnt_1004528,0.0203232075
Apcnt_1004536,0.01167972
Apcnt_1004544,0.0552336625
Apcnt_1004564,0.009036589999999999
Apcnt_1004572,0.01616984
Apcnt_1004588,0.13966334
Apcnt_1004624,0.27657177
Apcnt_1004632,0.4906147025
Apcnt_1004636,0.171691185
Apcnt_1004648,0.7479569975
Apcnt_1004680,0.74192372
Apcnt_1004684,0.367309785
Apcnt_1004704,0.726324325
Apcnt_1004708,0.014916137500000003
Apcnt_1004712,0.620639905
Apcnt_1004716,0.72107232
Apcnt_1004752,0.38633133750000004
Apcnt_1004760,0.22492878
Apcnt_1004772,0.44047886250000007
Apcnt_1004788,0.0345398975
Apcnt_1004792,0.0072840825000000005
Apcnt_1004808,0.2889903775
Apcnt_1004812,0.10009735250000001
Apcnt_1004824,0.28564871
Apcnt_1004828,0.4623807
Apcnt_1004836,0.0086841925
Apcnt_1004864,0.27094675749999997
Apcnt_1004884,0.11500028500000001
Apcnt_1004888,0.554644915
Apcnt_1004900,0.720793
Apcnt_1004912,0.179932655
Apcnt_1004932,0.742661275
Apcnt_1004944,0.0103860925
Apcnt_1004968,0.005021305
Apcnt_1004972,0.10160504249999999
Apcnt_1004976,0.59233884
Apcnt_1004996,0.27138634
Apcnt_1005000,0.41657762499999995
Apcnt_1005016,0.12208383749999999
Apcnt_1005040,0.44174300749999995
Apcnt_1005052,0.25279704
Apcnt_1005056,0.5907110525
Apcnt_1005064,0.17878644000000002
Apcnt_1005080,0.8602733724999999
Apcnt_1005088,0.0769125125
Apcnt_1005096,0.214754705
Apcnt_1005100,0.1303979725
Apcnt_1005116,0.20776077999999998
Apcnt_1005144,0.35019673
Apcnt_1005148,0.1271624675
Apcnt_1005168,0.3609564175
Apcnt_1005196,0.12948410500000002
Apcnt_1005200,0.142465405
Apcnt_1005204,0.57612491
Apcnt_1005208,0.4034946975
Apcnt_1005212,0.21162899000000002
Apcnt_1005216,0.3725210275
Apcnt_1005220,0.07346523249999999
Apcnt_1005256,0.18746207499999998
Apcnt_1005284,0.30923765
Apcnt_1005316,0.332660435
Apcnt_1005340,0.2543963575
Apcnt_1005440,0.027270715
Apcnt_1005456,0.0892147325
Apcnt_1005460,0.49209450999999993
Apcnt_1005464,0.1169385375
Apcnt_1005472,0.2433651375
Apcnt_1005480,0.8565660975
Apcnt_1005500,0.380230415
Apcnt_1005524,0.3028240275
Apcnt_1005544,0.0584562825
Apcnt_1005552,0.12922685250000002
Apcnt_1005560,0.4265412875
Apcnt_1005572,0.5410756050000001
Apcnt_1005576,0.365883435
Apcnt_1005580,0.51424253
Apcnt_1005600,0.0627099
Apcnt_1005612,0.0217059075
Apcnt_1005616,0.31987681500000004
Apcnt_1005620,0.039133865
Apcnt_1005624,0.007318695
Apcnt_1005636,0.03888168
Apcnt_1005644,0.1814633775
Apcnt_1005656,0.0131357325
Apcnt_1005684,0.48694262750000006
Apcnt_1005692,0.008749765
Apcnt_1005700,0.0948910425
Apcnt_1005704,0.304467615
Apcnt_1005712,0.29335133
Apcnt_1005716,0.09714062000000001
Apcnt_1005740,0.075551775
Apcnt_1005752,0.0339966025
Apcnt_1005768,0.006409855000000001
Apcnt_1005776,0.40974399
Apcnt_1005796,0.1414580325
Apcnt_1005804,0.008241862499999999
Apcnt_1005812,0.36192176
Apcnt_1005840,0.4021783425
Apcnt_1005872,0.07681218749999999
Apcnt_1005896,0.218665555
Apcnt_1005908,0.039135497500000005
Apcnt_1005944,0.741100375
Apcnt_1005952,0.5046258
Apcnt_1005972,0.4860788225
Apcnt_1005980,0.1756898825
Apcnt_1006028,0.08217266250000001
Apcnt_1006032,0.1276376175
Apcnt_1006044,0.027325710000000003
Apcnt_1006056,0.5667475375
Apcnt_1006064,0.6204252825000001
Apcnt_1006084,0.07628193750000001
Apcnt_1006088,0.060596905000000006
Apcnt_1006108,0.116556045
Apcnt_1006124,0.0636629075
Apcnt_1006132,0.8197216125
Apcnt_1006136,0.191434665
Apcnt_1006144,0.0041900975
Apcnt_1006160,0.7675081850000001
Apcnt_1006168,0.71507292
Apcnt_1006228,0.66830715
Apcnt_1006236,0.6005353600000001
Apcnt_1006276,0.562181685
Apcnt_1006280,0.7260005249999999
Apcnt_1006300,0.0162469875
Apcnt_1006304,0.32094809
Apcnt_1006320,0.0162261225
Apcnt_1006324,0.444188635
Apcnt_1006328,0.33625573249999996
Apcnt_1006368,0.089771295
Apcnt_1006376,0.20568737500000003
Apcnt_1006384,0.19511227750000001
Apcnt_1006396,0.3206181325
Apcnt_1006404,0.2487460725
Apcnt_1006444,0.0870044725
Apcnt_1006448,0.225786205
Apcnt_1006452,0.1877479125
Apcnt_1006456,0.484595365
Apcnt_1006460,0.118551085
Apcnt_1006476,0.25636317
Apcnt_1006488,0.39064330750000004
Apcnt_1006492,0.107043075
Apcnt_1006496,0.1406196275
Apcnt_1006504,0.421916055
Apcnt_1006520,0.061363245
Apcnt_1006524,0.2597689975
Apcnt_1006528,0.136125305
Apcnt_1006560,0.09555453750000001
Apcnt_1006564,0.3067532025
Apcnt_1006568,0.12884273499999999
Apcnt_1006572,0.1013687925
Apcnt_1006576,0.37076748499999995
Apcnt_1006592,0.5358445574999999
Apcnt_1006604,0.19781418750000002
Apcnt_1006620,0.223483845
Apcnt_1006632,0.02259462
Apcnt_1006652,0.7416031750000001
Apcnt_1006692,0.023138415000000002
Apcnt_1006716,0.5911120175
Apcnt_1006720,0.59021183
Apcnt_1006732,0.119146625
Apcnt_1006744,0.5541861075
Apcnt_1006752,0.7063607299999999
Apcnt_1006764,0.11051383249999999
Apcnt_1006792,0.11023493
Apcnt_1006796,0.0587134625
Apcnt_1006804,0.7979314875000001
Apcnt_1006824,0.3600366625
Apcnt_1006840,0.24340706500000003
Apcnt_1006844,0.7500151475000001
Apcnt_1006848,0.6661154200000001
Apcnt_1006852,0.0703308375
Apcnt_1006868,0.0127054725
Apcnt_1006880,0.57626506
Apcnt_1006896,0.12310317750000001
Apcnt_1006912,0.0066775275
Apcnt_1006916,0.009688457499999999
Apcnt_1006932,0.0344689175
Apcnt_1006936,0.01867968
Apcnt_1006944,0.006819054999999999
Apcnt_1006952,0.030507725
Apcnt_1006968,0.01111149
Apcnt_1006980,0.009780615
Apcnt_1006984,0.2990835475
Apcnt_1007044,0.3898880175
Apcnt_1007052,0.11158438999999999
Apcnt_1007060,0.9039502175
Apcnt_1007080,0.10517769
Apcnt_1007092,0.317019435
Apcnt_1007100,0.006230914999999999
Apcnt_1007104,0.010533822500000001
Apcnt_1007108,0.0775659625
Apcnt_1007124,0.2105244825
Apcnt_1007140,0.0164048225
Apcnt_1007184,0.0303232275
Apcnt_1007192,0.025716430000000002
Apcnt_1007204,0.11920146250000002
Apcnt_1007212,0.2240207625
Apcnt_1007232,0.14874799
Apcnt_1007260,0.1663539175
Apcnt_1007284,0.080351975
Apcnt_1007288,0.261467455
Apcnt_1007300,0.12692897
Apcnt_1007304,0.055970927499999996
Apcnt_1007336,0.45826522000000003
Apcnt_1007348,0.139319995
Apcnt_1007352,0.062976855
Apcnt_1007356,0.4612349875
Apcnt_1007360,0.43396907749999997
Apcnt_1007364,0.9030563199999999
Apcnt_1007408,0.6458092575
Apcnt_1007412,0.3416768275
Apcnt_1007416,0.052727829999999996
Apcnt_1007424,0.0275400925
Apcnt_1007468,0.199390285
Apcnt_1007476,0.1897936125
Apcnt_1007480,0.024707299999999998
Apcnt_1007488,0.08683470000000001
Apcnt_1007496,0.20152079
Apcnt_1007500,0.13708785
Apcnt_1007504,0.54217681
Apcnt_1007512,0.1093383425
Apcnt_1007516,0.03617338999999999
Apcnt_1007528,0.10788426999999999
Apcnt_1007544,0.5333360725
Apcnt_1007552,0.017575905
Apcnt_1007568,0.18023926
Apcnt_1007572,0.36546479249999997
Apcnt_1007576,0.6027538425
Apcnt_1007608,0.462911515
Apcnt_1007616,0.0549624925
Apcnt_1007636,0.17538180750000001
Apcnt_1007644,0.10997435250000001
Apcnt_1007672,0.4002089525
Apcnt_1007704,0.2812696075
Apcnt_1007708,0.07241979
Apcnt_1007720,0.34379882
Apcnt_1007728,0.11584872000000002
Apcnt_1007756,0.050143929999999996
Apcnt_1007760,0.017871085000000002
Apcnt_1007764,0.093480405
Apcnt_1007772,0.06866955250000001
Apcnt_1007796,0.680607415
Apcnt_1007808,0.07649692749999999
Apcnt_1007820,0.284479115
Apcnt_1007832,0.6767132825
Apcnt_1007844,0.7793331725
Apcnt_1007868,0.342649695
Apcnt_1007884,0.512650935
Apcnt_1007908,0.011040585
Apcnt_1007916,0.0922805625
Apcnt_1007920,0.6818879275
Apcnt_1007928,0.0264424675
Apcnt_1007952,0.0524933225
Apcnt_1007996,0.1428164475
Apcnt_1008000,0.1542798325
Apcnt_1008004,0.125577675
Apcnt_1008008,0.3229349925
Apcnt_1008024,0.79355286
Apcnt_1008052,0.17594051500000002
Apcnt_1008056,0.0922228625
Apcnt_1008072,0.0552272825
Apcnt_1008096,0.5884514025
Apcnt_1008104,0.0129909025
Apcnt_1008108,0.0110381925
Apcnt_1008120,0.04950134999999999
Apcnt_1008128,0.0298999275
Apcnt_1008136,0.0207502175
Apcnt_1008144,0.0222395325
Apcnt_1008160,0.020285005
Apcnt_1008208,0.0464068725
Apcnt_1008212,0.226432995
Apcnt_1008260,0.1185795625
Apcnt_1008264,0.16717127750000002
Apcnt_1008268,0.00489505
Apcnt_1008276,0.09191056
Apcnt_1008284,0.06064744
Apcnt_1008288,0.535500055
Apcnt_1008292,0.3994567325
Apcnt_1008332,0.1596583325
Apcnt_1008352,0.6762746099999999
Apcnt_1008356,0.0309125975
Apcnt_1008396,0.1150372975
Apcnt_1008412,0.1207903575
Apcnt_1008444,0.21575483
Apcnt_1008460,0.511987685
Apcnt_1008468,0.4866170675
Apcnt_1008472,0.04383342
Apcnt_1008476,0.09176943
Apcnt_1008508,0.017586485
Apcnt_1008556,0.2733169025
Apcnt_1008560,0.141656955
Apcnt_1008564,0.07982325
Apcnt_1008576,0.18793698250000002
Apcnt_1008616,0.05800661249999999
Apcnt_1008624,0.0452976525
Apcnt_1008628,0.0298783425
Apcnt_1008648,0.709805915
Apcnt_1008680,0.16221994750000002
Apcnt_1008684,0.0532421025
Apcnt_1008696,0.450161825
Apcnt_1008700,0.09232056000000001
Apcnt_1008708,0.006798719999999999
Apcnt_1008716,0.02169635
Apcnt_1008740,0.22067967500000002
Apcnt_1008744,0.01796573
Apcnt_1008768,0.0946848375
Apcnt_1008776,0.04616474749999999
Apcnt_1008812,0.1295944975
Apcnt_1008824,0.0641394825
Apcnt_1008828,0.0529860775
Apcnt_1008832,0.16475587749999998
Apcnt_1008836,0.02298652
Apcnt_1008852,0.01611694
Apcnt_1008872,0.011819620000000001
Apcnt_1008884,0.21209533999999997
Apcnt_1008896,0.0170426725
Apcnt_1008904,0.04691275
Apcnt_1008916,0.23102588000000002
Apcnt_1008920,0.24104203750000003
Apcnt_1008924,0.2560275025
Apcnt_1008928,0.474162985
Apcnt_1008944,0.03594625
Apcnt_1008960,0.008317492499999999
Apcnt_1008976,0.0062083025
Apcnt_1008988,0.035061590000000004
Apcnt_1009008,0.41195277999999996
Apcnt_1009020,0.3416218325
Apcnt_1009024,0.2090777425
Apcnt_1009028,0.52349943
Apcnt_1009036,0.5752409475
Apcnt_1009048,0.4155156725
Apcnt_1009080,0.8783972175
Apcnt_1009084,0.0740893375
Apcnt_1009136,0.028433029999999998
Apcnt_1009148,0.7282353324999999
Apcnt_1009152,0.1703335075
Apcnt_1009168,0.0306226675
Apcnt_1009192,0.050972192500000006
Apcnt_1009204,0.0207252325
Apcnt_1009208,0.127182025
Apcnt_1009220,0.0138469375
Apcnt_1009224,0.0199738925
Apcnt_1009228,0.0039004325
Apcnt_1009232,0.022895297499999998
Apcnt_1009240,0.019593357500000002
Apcnt_1009244,0.009058384999999999
Apcnt_1009344,0.1660451825
Apcnt_1009352,0.135260535
Apcnt_1009360,0.11148264499999999
Apcnt_1009364,0.05598442499999999
Apcnt_1009372,0.59140665
Apcnt_1009384,0.11578154
Apcnt_1009396,0.053695145
Apcnt_1009424,0.5484201075
Apcnt_1009440,0.2140090125
Apcnt_1009448,0.2878631625
Apcnt_1009480,0.07256443
Apcnt_1009504,0.24165557
Apcnt_1009528,0.2921046375
Apcnt_1009560,0.356450785
Apcnt_1009564,0.0441637325
Apcnt_1009572,0.05109613
Apcnt_1009584,0.029177795
Apcnt_1009592,0.1342840325
Apcnt_1009596,0.11403913250000002
Apcnt_1009616,0.33349981500000003
Apcnt_1009620,0.6155550125
Apcnt_1009624,0.1642262475
Apcnt_1009632,0.429944975
Apcnt_1009636,0.07106233499999999
Apcnt_1009644,0.4551428175
Apcnt_1009656,0.2088347125
Apcnt_1009664,0.19541619999999998
Apcnt_1009676,0.270466925
Apcnt_1009684,0.026662385
Apcnt_1009696,0.8656667025
Apcnt_1009712,0.0920715575
Apcnt_1009716,0.5089677075
Apcnt_1009732,0.2547103925
Apcnt_1009740,0.1098922125
Apcnt_1009772,0.24575495249999998
Apcnt_1009796,0.313917225
Apcnt_1009844,0.15377328750000002
Apcnt_1009860,0.31938537749999996
Apcnt_1009876,0.3319204275
Apcnt_1009892,0.21384631499999998
Apcnt_1009908,0.0946778125
Apcnt_1009968,0.707004615
Apcnt_1009972,0.1986031525
Apcnt_1009984,0.408735075
Apcnt_1010016,0.016355525
Apcnt_1010020,0.0126700925
Apcnt_1010028,0.33083063749999997
Apcnt_1010032,0.0593211525
Apcnt_1010064,0.47083832000000003
Apcnt_1010092,0.436188515
Apcnt_1010096,0.367385865
Apcnt_1010100,0.0461437075
Apcnt_1010104,0.0445061275
Apcnt_1010108,0.19978397999999997
Apcnt_1010112,0.0234675725
Apcnt_1010120,0.161157665
Apcnt_1010140,0.8477898725
Apcnt_1010160,0.0419826025
Apcnt_1010164,0.740663325
Apcnt_1010176,0.5512903899999999
Apcnt_1010180,0.395296775
Apcnt_1010188,0.0316327075
Apcnt_1010204,0.018312395000000002
Apcnt_1010208,0.1359760575
Apcnt_1010236,0.057725292500000004
Apcnt_1010244,0.35087405749999995
Apcnt_1010252,0.2807409125
Apcnt_1010256,0.10328512000000001
Apcnt_1010272,0.159961925
Apcnt_1010292,0.65704015
Apcnt_1010300,0.5929683275000001
Apcnt_1010308,0.16749351749999997
Apcnt_1010324,0.130700595
Apcnt_1010372,0.40514909000000005
Apcnt_1010388,0.04165062
Apcnt_1010404,0.0163129875
Apcnt_1010420,0.0038847875
Apcnt_1010436,0.1076594575
Apcnt_1010452,0.1064685125
Apcnt_1010460,0.33619589
Apcnt_1010476,0.050586785
Apcnt_1010484,0.10523043
Apcnt_1010492,0.34929820250000004
Apcnt_1010512,0.129711935
Apcnt_1010524,0.1798970175
Apcnt_1010536,0.540263705
Apcnt_1010564,0.2533906025
Apcnt_1010568,0.0983625825
Apcnt_1010572,0.0292931525
Apcnt_1010580,0.12230209249999999
Apcnt_1010644,0.0098913175
Apcnt_1010676,0.21633345
Apcnt_1010680,0.2424498725
Apcnt_1010688,0.44296004499999997
Apcnt_1010716,0.29358032749999996
Apcnt_1010720,0.0570840925
Apcnt_1010736,0.39471995249999997
Apcnt_1010740,0.4987642725
Apcnt_1010744,0.066437125
Apcnt_1010756,0.0718144975
Apcnt_1010780,0.3972142925
Apcnt_1010800,0.3492079
Apcnt_1010828,0.015348575
Apcnt_1010856,0.3129733425
Apcnt_1010868,0.1463495575
Apcnt_1010872,0.0708672975
Apcnt_1010880,0.029139105
Apcnt_1010900,0.2628028925
